source	target	is_directed	is_stimulation	is_inhibition	dip_url
9451	3875	1	0	0	NA
9451	468	1	1	0	NA
5611	9451	1	0	1	NA
5314	819	0	0	0	NA
5595	5331	1	0	0	NA
815	5331	1	0	0	NA
5593	5331	1	0	0	NA
818	5331	1	0	0	NA
889	5331	0	0	0	NA
3575	8775	1	0	0	NA
8775	2768	0	0	0	NA
4905	8775	0	0	0	NA
9570	8775	0	0	0	NA
8417	8775	0	0	0	NA
8775	23673	0	0	0	NA
8775	8673	0	0	0	NA
55974	51393	1	1	0	NA
7442	51393	0	0	0	NA
2260	2017	1	0	1	NA
10013	2017	1	1	0	NA
27	2017	1	1	0	NA
2017	23411	0	0	0	NA
5595	2017	1	1	0	NA
25	2017	1	1	0	NA
5594	2017	1	1	0	NA
5058	2017	1	1	0	NA
5062	2017	1	1	0	NA
2017	5062	1	0	0	NA
2241	2017	1	1	0	NA
3737	2017	0	0	0	NA
2017	22941	0	0	0	NA
9788	2017	0	0	0	NA
2017	83992	0	0	0	NA
23779	2017	0	0	0	NA
2776	79054	1	0	1	NA
4988	79054	1	0	1	NA
8989	29106	0	0	0	NA
1113	29106	0	0	0	NA
9368	7223	1	1	0	NA
9368	10413	1	0	0	NA
983	9368	1	0	0	NA
9368	4843	0	0	0	NA
9368	154	1	0	0	NA
9368	1080	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=61613
9368	3579	0	0	0	NA
9368	55824	1	0	0	NA
9368	10257	0	0	0	NA
9368	8322	0	0	0	NA
9368	4986	1	0	0	NA
9368	1811	1	0	0	NA
9368	5028	1	0	0	NA
9368	2870	1	0	0	NA
2870	9368	1	0	1	NA
9368	83874	1	0	0	NA
9368	6550	0	0	0	NA
9368	9498	0	0	0	NA
9368	6017	0	0	0	NA
2534	7223	1	0	0	NA
2534	2316	1	0	0	NA
2534	59341	1	1	0	NA
2534	857	1	1	1	NA
2534	1808	1	0	0	NA
2534	775	1	1	0	NA
2534	83737	1	0	0	NA
2534	3691	1	0	0	NA
2534	5792	1	1	0	NA
5792	2534	1	1	1	NA
5159	2534	1	0	0	NA
5771	2534	1	0	1	NA
2534	5925	1	0	0	NA
2534	1400	1	0	0	NA
2534	27040	1	1	0	NA
2534	973	1	1	0	NA
3575	2534	1	1	0	NA
2534	351	1	0	0	NA
2534	1500	1	1	1	NA
2534	5743	1	0	0	NA
5747	2534	1	1	0	NA
2534	5588	1	1	0	NA
6608	2534	1	1	0	NA
2534	1432	1	1	0	NA
2534	25	1	1	0	NA
2534	6464	1	1	0	NA
2534	5829	1	1	0	NA
2534	356	1	0	0	NA
356	2534	1	0	0	NA
2534	2521	1	0	0	NA
2064	2534	0	0	0	NA
2534	2887	1	1	1	NA
2534	867	1	1	0	NA
2534	4780	1	0	1	NA
2534	4133	1	1	0	NA
2534	6197	1	1	0	NA
2534	5781	1	1	0	NA
2534	4137	1	0	1	NA
2534	6622	1	1	0	NA
2534	2212	1	0	0	NA
2534	919	1	1	0	NA
5791	2534	1	0	0	NA
2534	3937	1	1	1	NA
868	2534	1	0	1	NA
2534	1493	1	1	1	NA
2534	124599	1	0	0	NA
2534	3020	1	1	0	NA
2534	3021	1	1	0	NA
1445	2534	1	1	0	NA
2534	10188	1	0	0	NA
2534	4836	1	0	0	NA
2043	2534	1	1	0	NA
2534	7454	1	1	0	NA
2534	7409	1	1	0	NA
2534	7041	1	1	0	NA
2534	10657	1	0	0	NA
2534	10211	1	0	0	NA
2534	55824	1	0	0	NA
2534	7846	1	1	0	NA
2534	1796	1	1	0	NA
5788	2534	1	1	0	NA
84867	2534	1	0	1	NA
2534	2903	1	1	0	NA
5786	2534	1	1	0	NA
2534	1742	1	1	0	NA
2534	2890	1	1	0	NA
2534	6331	1	0	1	NA
2534	3728	1	1	0	NA
2534	6504	1	1	0	NA
2534	80306	1	1	0	NA
2534	7294	1	1	0	NA
2534	1124	1	0	1	NA
2534	52	1	0	0	NA
2534	115703	1	0	1	NA
2534	119	1	0	0	NA
2534	57142	1	0	0	NA
2534	116986	1	1	1	NA
2534	2533	1	1	0	NA
2534	10254	1	0	0	NA
2534	921	1	1	0	NA
55715	2534	1	1	0	NA
2534	5795	1	0	0	NA
5795	2534	1	0	0	NA
2534	8631	1	1	0	NA
2534	3362	0	0	0	NA
2534	10666	1	0	0	NA
2534	5175	1	0	0	NA
2534	53405	1	0	0	NA
26469	2534	1	0	0	NA
2534	916	1	0	0	NA
2534	146722	1	0	0	NA
2534	11122	1	0	0	NA
2534	1266	1	0	0	NA
2534	10410	1	0	0	NA
2534	974	1	1	0	NA
10278	2534	0	0	0	NA
2534	4099	1	0	0	NA
2534	1264	1	0	0	NA
1452	993	1	0	1	NA
1452	1069	1	0	0	NA
1452	1385	1	1	0	NA
1452	466	1	0	0	NA
1452	2736	1	0	1	NA
1452	8772	1	0	1	NA
1452	4303	1	0	1	NA
1452	3486	1	0	0	NA
1452	2309	1	0	1	NA
1452	637	1	1	0	NA
1452	2308	1	1	1	NA
1452	3958	1	1	0	NA
5371	1452	1	1	0	NA
1452	7534	1	1	1	NA
1452	4040	1	1	0	NA
1452	27296	1	1	0	NA
1452	6608	1	1	0	NA
1452	3454	1	0	1	NA
1452	5595	1	0	0	NA
1452	7157	1	1	0	NA
1452	2290	1	1	0	NA
1452	51176	1	1	1	NA
1452	23239	1	0	1	NA
1452	7428	1	0	0	NA
1452	84433	1	0	0	NA
8312	1452	1	1	0	NA
1452	8312	1	1	0	NA
1452	2737	1	0	1	NA
1452	23621	1	0	0	NA
1452	2932	1	1	0	NA
1452	6622	1	1	0	NA
1452	3183	1	1	1	NA
1452	5071	1	0	1	NA
1452	10971	1	1	0	NA
1452	4194	1	1	0	NA
1452	23435	1	0	0	NA
1452	2321	1	0	0	NA
1452	30818	1	0	0	NA
1452	5664	1	0	0	NA
1452	1390	1	0	0	NA
1452	64798	1	0	1	NA
1452	388	1	1	1	NA
1452	3692	1	0	0	NA
1452	56474	1	0	1	NA
1452	6521	1	0	0	NA
1452	8893	1	0	0	NA
1452	4775	1	0	1	NA
1452	1889	1	0	0	NA
1452	6571	1	0	0	NA
1452	9270	1	0	0	NA
1452	64852	1	0	0	NA
1452	2078	1	0	0	NA
1452	79960	1	0	0	NA
7220	7223	1	1	0	NA
7223	7220	1	1	0	NA
7220	55503	1	0	1	NA
3709	7220	1	1	0	NA
7220	59341	1	1	0	NA
59341	7220	1	1	0	NA
7220	3778	0	0	0	NA
2911	7220	1	1	0	NA
7220	7224	1	1	0	NA
7224	7220	1	1	0	NA
857	7220	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=104198
2260	7220	0	0	0	NA
7220	7222	1	1	0	NA
7222	7220	1	1	0	NA
4188	7220	1	0	1	NA
1813	7220	1	1	0	NA
8650	55503	1	0	1	NA
8650	1808	0	0	0	NA
8650	83737	1	1	0	NA
6477	8650	1	0	1	NA
8650	4193	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=186483
4193	8650	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=186483
8650	7157	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=195750
5590	8650	1	0	0	NA
8650	2735	1	0	1	NA
8650	4851	1	1	1	NA
1457	8650	1	0	0	NA
5584	8650	1	0	1	NA
8536	8650	1	0	1	NA
6403	8650	0	0	0	NA
84708	8650	1	0	1	NA
4440	8650	1	0	1	NA
10463	8650	1	0	1	NA
22848	8650	1	1	0	NA
8650	222484	0	0	0	NA
1268	2773	1	1	0	NA
2773	7224	1	1	0	NA
4988	2773	1	1	0	NA
1813	2773	1	1	0	NA
6004	2773	0	0	0	NA
4543	2773	1	1	0	NA
6608	2773	1	1	0	NA
2773	111	1	0	1	NA
5724	2773	1	1	0	NA
154	2773	1	0	0	NA
55704	2773	1	0	0	NA
26086	2773	1	0	0	NA
2773	107	1	0	1	NA
6752	2773	1	1	0	NA
6751	2773	1	1	0	NA
4986	2773	1	1	0	NA
623	2773	1	1	0	NA
4985	2773	1	1	0	NA
2917	2773	1	1	0	NA
1269	2773	1	1	0	NA
1132	2773	1	1	0	NA
134	2773	1	1	0	NA
1812	2773	1	1	0	NA
1814	2773	1	1	0	NA
150	2773	1	1	0	NA
1129	2773	1	1	0	NA
2773	108	1	0	1	NA
4987	2773	1	1	0	NA
3350	2773	1	1	0	NA
2773	1902	0	0	0	NA
2773	64407	0	0	0	NA
2773	4924	0	0	0	NA
1147	490	1	0	0	NA
55914	490	1	0	0	NA
53944	490	1	1	0	NA
4734	6340	1	0	0	NA
6340	6804	0	0	0	NA
6340	23327	0	0	0	NA
8766	55503	1	1	0	NA
8766	56302	1	1	0	NA
8766	182	1	1	0	NA
8766	10133	0	0	0	NA
8766	4644	0	0	0	NA
6915	8766	0	0	0	NA
5739	8766	0	0	0	NA
5876	8766	1	0	0	NA
8766	54521	0	0	0	NA
23413	7224	1	1	0	NA
23413	3751	0	0	0	NA
23413	5298	0	0	0	NA
23413	11141	0	0	0	NA
11337	811	0	0	0	NA
11337	7442	1	1	0	NA
8408	11337	1	1	0	NA
94241	11337	1	1	0	NA
4077	11337	1	1	0	NA
23192	11337	1	1	1	NA
11337	1856	1	0	1	NA
11337	7037	0	0	0	NA
11337	4943	1	1	0	NA
11337	4905	0	0	0	NA
11337	2566	0	0	0	NA
11337	51202	0	0	0	NA
7408	7223	0	0	0	NA
6195	7408	1	0	1	NA
472	7408	1	0	0	NA
7408	5058	1	0	0	NA
5515	7408	1	0	1	NA
3654	7408	1	0	0	NA
7408	58	0	0	0	NA
5532	7408	1	0	0	NA
7408	3579	1	0	0	NA
238	7408	1	0	0	NA
5533	7408	1	0	0	NA
25865	7408	1	0	0	NA
5516	7408	1	0	0	NA
5217	7408	0	0	0	NA
7408	114625	0	0	0	NA
4734	55353	0	0	0	NA
5243	55353	0	0	0	NA
1268	7442	1	0	1	NA
3061	1268	0	0	0	NA
1268	135	0	0	0	NA
1268	2775	1	1	0	NA
11200	7014	1	1	1	NA
7014	11200	1	0	1	NA
7014	6477	0	0	0	NA
472	7014	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=102610
64858	7014	1	1	0	NA
286053	7014	1	1	0	NA
672	7014	0	0	0	NA
5594	7014	1	0	0	NA
7014	26277	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=63533
1128	2776	1	1	0	NA
1128	2767	1	1	0	NA
2035	7223	1	1	0	NA
7222	7223	0	0	0	NA
1956	476	1	0	0	NA
476	1072	0	0	0	NA
5595	476	1	0	0	NA
5594	476	1	0	0	NA
476	118	0	0	0	NA
476	486	0	0	0	NA
126393	7532	0	0	0	NA
4217	7532	1	0	0	NA
7532	5894	1	0	0	NA
7249	7532	1	0	0	NA
7532	7249	1	0	0	NA
26524	7532	1	1	0	NA
57521	7532	1	0	0	NA
4194	7532	0	0	0	NA
7532	4747	1	0	1	NA
9064	7532	1	0	0	NA
7532	57695	0	0	0	NA
2316	846	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10819
2316	4988	0	0	0	NA
6195	2316	1	1	0	NA
2316	6416	1	1	0	NA
81793	2316	1	0	0	NA
2316	4090	0	0	0	NA
983	2316	1	0	0	NA
2316	672	0	0	0	NA
5058	2316	1	1	0	NA
9636	2316	1	0	0	NA
4920	2316	1	1	0	NA
815	2316	1	0	0	NA
2316	675	0	0	0	NA
8518	2316	1	0	0	NA
80705	2316	1	0	0	NA
1634	2316	0	0	0	NA
2316	2318	0	0	0	NA
2317	2316	0	0	0	NA
1080	2316	1	0	0	NA
5532	2316	1	0	1	NA
7096	2316	1	0	0	NA
2316	799	0	0	0	NA
5533	2316	1	0	1	NA
2152	2316	0	0	0	NA
818	2316	1	0	0	NA
2316	10019	0	0	0	NA
8829	2316	0	0	0	NA
2316	51676	0	0	0	NA
2316	3759	0	0	0	NA
2811	2316	0	0	0	NA
2316	80790	0	0	0	NA
2316	90102	0	0	0	NA
2316	64236	0	0	0	NA
811	6890	1	0	0	NA
6890	811	1	0	0	NA
7057	811	0	0	0	NA
3575	811	1	0	0	NA
351	811	0	0	0	NA
811	7080	0	0	0	NA
2908	811	0	0	0	NA
10130	811	1	0	0	NA
811	2923	1	0	0	NA
6737	811	0	0	0	NA
4153	811	0	0	0	NA
567	811	1	0	0	NA
811	6891	1	0	0	NA
6891	811	1	0	0	NA
6892	811	1	0	0	NA
811	6892	1	0	0	NA
811	6532	0	0	0	NA
811	2200	0	0	0	NA
338	811	0	0	0	NA
811	8578	1	1	0	NA
2244	811	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=703
811	64714	0	0	0	NA
5327	811	0	0	0	NA
5551	811	0	0	0	NA
3133	811	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=316
793	56302	1	1	0	NA
793	836	0	0	0	NA
8517	793	1	0	0	NA
793	10048	0	0	0	NA
1813	2781	1	1	0	NA
5580	2781	1	0	0	NA
9212	2781	1	0	0	NA
5058	2781	1	1	0	NA
2781	111	1	0	1	NA
2781	5909	0	0	0	NA
2781	4836	0	0	0	NA
2781	107	1	0	1	NA
3350	2781	1	1	0	NA
8601	2781	0	0	0	NA
2781	1816	0	0	0	NA
8508	55503	1	0	1	NA
79849	55503	1	1	0	NA
55503	56302	1	1	0	NA
56302	55503	1	1	0	NA
5479	55503	1	1	0	NA
4734	55503	0	0	0	NA
4914	7442	1	1	0	NA
4803	4914	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9789
4914	4803	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9789
4914	3667	1	1	0	NA
5777	4914	1	0	0	NA
4914	2885	1	1	0	NA
4914	5290	1	1	1	NA
4914	7157	1	0	0	NA
4914	25	1	1	0	NA
4914	6464	1	1	0	NA
4914	1398	1	1	0	NA
4914	10603	1	1	0	NA
4908	4914	1	1	0	NA
8878	4914	1	1	0	NA
4914	4145	1	1	0	NA
4914	9743	1	1	0	NA
4914	25970	1	1	0	NA
4914	10818	1	1	0	NA
4914	10750	1	1	0	NA
5803	4914	1	0	0	NA
4909	4914	1	1	0	NA
5802	4914	1	0	0	NA
1490	4914	1	0	0	NA
4914	9101	0	0	0	NA
7222	3709	0	0	0	NA
1956	2035	1	1	1	NA
1956	857	1	1	0	NA
857	1956	1	1	1	NA
1956	2260	1	0	0	NA
1956	4846	1	0	0	NA
1956	10013	1	0	1	NA
993	1956	1	0	0	NA
5580	1956	1	0	0	NA
1956	5430	1	0	0	NA
3691	1956	1	0	0	NA
1958	1956	1	1	0	NA
5771	1956	1	0	1	NA
7272	1956	1	0	0	NA
1956	5111	1	1	0	NA
1956	2597	1	0	0	NA
1956	5604	1	1	0	NA
1956	840	1	0	0	NA
1956	6004	1	1	0	NA
1956	10398	1	0	0	NA
1956	836	1	1	0	NA
1956	6776	1	1	0	NA
1956	2099	1	1	0	NA
1956	1500	1	0	1	NA
1956	472	1	0	0	NA
207	1956	1	0	0	NA
7099	1956	1	0	0	NA
1956	4690	1	1	0	NA
1956	27161	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=190952
1956	5747	1	1	0	NA
7097	1956	1	0	0	NA
1956	2353	1	0	0	NA
1956	5777	1	0	0	NA
5777	1956	1	1	1	NA
1956	6772	1	1	0	NA
6772	1956	1	0	0	NA
3726	1956	1	1	0	NA
6790	1956	0	0	0	NA
1956	2885	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=85
1956	2549	1	1	0	NA
5595	1956	1	1	1	NA
1956	3716	1	1	0	NA
3716	1956	1	0	0	NA
5914	1956	1	1	0	NA
7157	1956	1	1	0	NA
1432	1956	1	0	1	NA
3320	1956	1	0	0	NA
25	1956	1	1	0	NA
1956	6464	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1282
1956	7430	1	1	0	NA
9610	1956	1	1	0	NA
1956	1869	1	1	0	NA
1956	6256	1	0	0	NA
1956	5295	1	1	0	NA
983	1956	1	0	1	NA
7039	1956	1	1	0	NA
1956	1398	1	1	1	NA
1956	2064	1	1	0	NA
2064	1956	1	1	0	NA
1956	867	1	1	0	NA
867	1956	1	1	1	NA
4313	1956	1	1	0	NA
1956	8678	1	0	0	NA
1462	1956	1	0	0	NA
1956	6197	1	0	0	NA
1956	2810	1	0	0	NA
5594	1956	1	1	1	NA
1956	5781	1	1	0	NA
5781	1956	1	0	1	NA
1956	5468	0	0	0	NA
1956	595	1	1	0	NA
1956	2065	1	1	0	NA
1956	7098	1	0	0	NA
1956	10273	0	0	0	NA
5600	1956	1	0	1	NA
1956	6774	1	1	0	NA
6774	1956	1	0	0	NA
815	1956	1	1	1	NA
1956	4582	1	1	0	NA
4582	1956	1	0	0	NA
3717	1956	1	0	0	NA
1950	1956	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=58935
1956	6777	1	1	0	NA
1956	5591	1	1	0	NA
1956	3383	1	0	0	NA
868	1956	1	1	1	NA
1956	5338	1	1	0	NA
1956	53358	1	1	0	NA
1956	858	1	0	0	NA
1956	481	1	0	0	NA
1956	7410	1	1	0	NA
7410	1956	1	1	0	NA
1956	152137	1	0	0	NA
1956	8440	1	1	0	NA
1956	5921	1	0	0	NA
1956	6280	1	0	0	NA
685	1956	1	1	0	NA
374	1956	1	1	0	NA
1956	2950	1	1	0	NA
51429	1956	1	1	0	NA
1839	1956	1	1	0	NA
1956	54206	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=103191
1956	3226	1	0	0	NA
9655	1956	1	0	0	NA
1956	9655	1	0	0	NA
1956	25759	1	1	0	NA
1956	9146	1	1	0	NA
1956	6278	1	0	0	NA
1956	26018	1	1	0	NA
26018	1956	1	0	1	NA
1956	9093	0	0	0	NA
1956	1211	1	0	0	NA
1956	10750	1	1	0	NA
1956	2185	1	1	0	NA
2185	1956	1	1	0	NA
1956	7846	1	0	0	NA
1956	1796	0	0	0	NA
1999	1956	1	0	0	NA
5585	1956	1	0	1	NA
1173	1956	1	0	1	NA
1956	214	1	0	0	NA
1956	558	0	0	0	NA
1956	6520	1	0	0	NA
122809	1956	1	0	0	NA
1845	1956	1	0	1	NA
1956	3761	1	0	0	NA
1956	8936	1	1	0	NA
1956	5569	1	1	0	NA
3897	1956	1	0	0	NA
1956	2060	1	1	0	NA
818	1956	1	0	1	NA
5780	1956	1	0	0	NA
1956	8411	0	0	0	NA
52	1956	1	0	0	NA
2852	1956	1	1	0	NA
255324	1956	1	1	0	NA
1956	5287	1	1	0	NA
29924	1956	1	0	1	NA
2069	1956	1	1	0	NA
1956	10254	1	0	0	NA
5802	1956	1	0	0	NA
5795	1956	1	1	0	NA
1956	7490	1	0	0	NA
2202	1956	1	0	0	NA
6690	1956	1	0	0	NA
2267	1956	1	0	0	NA
1956	3780	1	0	0	NA
1956	55616	1	0	0	NA
1956	79705	1	0	0	NA
1956	9052	1	0	0	NA
10076	1956	1	0	0	NA
5796	1956	1	0	1	NA
1956	10067	1	1	0	NA
1956	9522	1	0	0	NA
1956	5837	1	0	0	NA
1956	10952	0	0	0	NA
1956	6523	0	0	0	NA
23303	7442	1	1	0	NA
2011	23303	1	0	0	NA
3055	59341	1	1	0	NA
29763	59341	1	1	0	NA
83737	59341	1	1	1	NA
9053	59341	1	1	0	NA
5580	59341	1	0	0	NA
821	59341	0	0	0	NA
9261	2130	1	0	0	NA
2313	2130	0	0	0	NA
2130	1387	0	0	0	NA
2130	1660	0	0	0	NA
2130	580	0	0	0	NA
3725	2130	0	0	0	NA
2130	5457	0	0	0	NA
2130	5460	0	0	0	NA
7536	2130	1	0	1	NA
56341	2130	1	0	0	NA
5436	2130	0	0	0	NA
3055	27	1	1	0	NA
3055	2889	1	1	0	NA
3055	25	1	1	0	NA
3055	867	1	1	0	NA
3055	613	1	1	0	NA
3055	7431	1	0	0	NA
3055	7161	1	0	0	NA
3055	6774	1	0	0	NA
3055	6777	1	1	0	NA
3055	7454	1	0	0	NA
3055	8751	1	1	0	NA
3055	9844	1	1	0	NA
3055	10015	0	0	0	NA
3055	9046	1	0	0	NA
409	7442	1	0	1	NA
5602	409	1	0	0	NA
409	1147	1	0	0	NA
409	5604	1	0	0	NA
5604	409	1	1	0	NA
409	9020	1	0	0	NA
5601	409	1	0	0	NA
409	4193	0	0	0	NA
3480	409	0	0	0	NA
7189	409	1	0	0	NA
409	6416	1	0	0	NA
409	4217	1	0	0	NA
6608	409	1	1	0	NA
409	4792	1	0	0	NA
5894	409	1	0	0	NA
5594	409	1	0	0	NA
409	5594	1	0	1	NA
1457	409	1	1	0	NA
5599	409	1	0	0	NA
409	3551	1	0	0	NA
5724	409	0	0	0	NA
80824	409	1	0	0	NA
57172	409	1	0	0	NA
2022	409	1	0	0	NA
201633	409	1	0	0	NA
1459	409	1	1	0	NA
3358	409	0	0	0	NA
409	5730	0	0	0	NA
409	23032	0	0	0	NA
1612	6809	1	0	1	NA
815	6809	1	0	1	NA
53944	6809	1	1	0	NA
6809	774	1	0	1	NA
29091	6809	1	0	1	NA
6809	3736	1	1	0	NA
9751	6809	1	0	1	NA
10497	6809	1	1	0	NA
6809	6813	0	0	0	NA
6809	10814	0	0	0	NA
5747	87	1	0	1	NA
5777	87	1	0	1	NA
10755	87	1	0	0	NA
9636	87	1	0	0	NA
9124	87	0	0	0	NA
55914	87	1	0	0	NA
87	2903	0	0	0	NA
5834	87	0	0	0	NA
1191	87	0	0	0	NA
87	8048	0	0	0	NA
87	9499	0	0	0	NA
5602	11075	1	0	1	NA
983	11075	1	0	0	NA
9628	11075	0	0	0	NA
10298	11075	1	0	0	NA
8601	11075	0	0	0	NA
3320	2289	0	0	0	NA
367	2289	1	1	0	NA
2289	2908	1	0	1	NA
3551	2289	1	0	0	NA
3600	2289	1	0	0	NA
11124	7442	1	0	1	NA
114548	11124	1	0	0	NA
11124	114548	1	0	0	NA
6790	11124	1	0	1	NA
5595	11124	1	0	0	NA
1457	11124	1	0	0	NA
3551	11124	0	0	0	NA
3308	11124	0	0	0	NA
5906	11124	1	0	0	NA
11103	11124	0	0	0	NA
3843	11124	0	0	0	NA
7140	7136	0	0	0	NA
3778	7442	0	0	0	NA
4130	3778	0	0	0	NA
6915	3778	0	0	0	NA
8912	3778	0	0	0	NA
3778	3779	0	0	0	NA
3778	10242	0	0	0	NA
2035	4926	0	0	0	NA
2035	3838	0	0	0	NA
983	2035	1	0	0	NA
2035	8826	0	0	0	NA
2035	7277	0	0	0	NA
2035	2890	1	1	0	NA
2995	2035	0	0	0	NA
6521	2035	0	0	0	NA
2035	4059	0	0	0	NA
2035	1207	0	0	0	NA
2035	6710	0	0	0	NA
8666	2035	0	0	0	NA
1756	6640	0	0	0	NA
1756	70	0	0	0	NA
1756	58	0	0	0	NA
1756	4842	0	0	0	NA
1756	1605	0	0	0	NA
1838	1756	0	0	0	NA
1756	5239	0	0	0	NA
5589	56302	0	0	0	NA
5590	5589	1	0	0	NA
5589	23193	0	0	0	NA
5589	821	0	0	0	NA
7082	81671	0	0	0	NA
421	7082	0	0	0	NA
7082	10052	1	0	0	NA
5795	7082	1	0	0	NA
7082	9578	0	0	0	NA
7082	29855	0	0	0	NA
7082	55243	0	0	0	NA
2885	6640	0	0	0	NA
2064	6640	1	1	0	NA
59	6640	0	0	0	NA
6640	27165	1	0	0	NA
5594	6640	1	0	0	NA
6640	4842	1	1	0	NA
6640	3578	1	0	0	NA
6300	6640	1	1	0	NA
6640	6300	1	0	0	NA
6640	6329	1	0	0	NA
6640	3559	1	0	0	NA
6640	6331	1	0	0	NA
2911	2776	1	1	0	NA
2911	2767	1	1	0	NA
2911	10133	0	0	0	NA
134	2911	0	0	0	NA
91404	7224	1	1	0	NA
84876	7222	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=196708
387	857	0	0	0	NA
1326	857	1	0	0	NA
857	5159	1	1	0	NA
5771	857	1	0	0	NA
3486	857	0	0	0	NA
351	857	0	0	0	NA
7189	857	1	0	0	NA
2099	857	0	0	0	NA
5743	857	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=56660
857	4040	1	1	0	NA
5879	857	0	0	0	NA
857	4170	0	0	0	NA
25	857	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=190897
857	7296	0	0	0	NA
6342	857	0	0	0	NA
5243	857	0	0	0	NA
2149	857	0	0	0	NA
857	4089	0	0	0	NA
958	857	1	0	0	NA
857	3159	1	1	0	NA
4843	857	0	0	0	NA
3717	857	0	0	0	NA
3654	857	1	0	0	NA
2908	857	1	1	0	NA
5338	857	0	0	0	NA
858	857	0	0	0	NA
653361	857	0	0	0	NA
857	5156	1	1	0	NA
10211	857	0	0	0	NA
54472	857	1	0	0	NA
1901	857	0	0	0	NA
1910	857	0	0	0	NA
857	4035	0	0	0	NA
3355	857	0	0	0	NA
857	8165	0	0	0	NA
857	5740	0	0	0	NA
5621	857	0	0	0	NA
857	683	0	0	0	NA
857	7851	0	0	0	NA
4868	4690	0	0	0	NA
4868	821	0	0	0	NA
2931	1808	1	0	0	NA
9475	1808	1	1	0	NA
2932	1808	1	1	1	NA
5338	1808	0	0	0	NA
1808	7846	1	1	0	NA
1808	85377	0	0	0	NA
2802	64746	0	0	0	NA
2804	64746	0	0	0	NA
10016	22872	0	0	0	NA
10016	3791	0	0	0	NA
10016	1612	0	0	0	NA
10016	10015	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=68612
10016	10523	0	0	0	NA
10016	553115	0	0	0	NA
2596	5580	0	0	0	NA
2596	9135	0	0	0	NA
2596	1996	0	0	0	NA
3002	10456	1	0	1	NA
10456	331	0	0	0	NA
3552	10456	1	0	0	NA
10456	2886	0	0	0	NA
10456	154214	0	0	0	NA
79849	56302	0	0	0	NA
1080	79849	0	0	0	NA
79849	2984	1	0	0	NA
5739	79849	0	0	0	NA
5479	56302	1	1	0	NA
2776	387	1	1	0	NA
2776	3265	1	1	0	NA
4543	2776	1	1	0	NA
5914	2776	0	0	0	NA
2776	51196	1	1	0	NA
7976	2776	1	1	0	NA
2776	11214	0	0	0	NA
5724	2776	1	1	0	NA
186	2776	1	1	0	NA
2150	2776	1	1	0	NA
2925	2776	1	1	0	NA
1909	2776	1	1	0	NA
623	2776	1	1	0	NA
2776	2917	0	0	0	NA
3356	2776	1	1	0	NA
148	2776	1	1	0	NA
5999	2776	1	0	1	NA
10287	2776	1	0	1	NA
886	2776	1	1	0	NA
5739	2776	0	0	0	NA
2852	2776	1	1	0	NA
10161	2776	1	1	0	NA
9294	2776	1	1	0	NA
5731	2776	1	1	0	NA
23566	2776	1	1	0	NA
4829	2776	1	1	0	NA
1902	2776	1	1	0	NA
2776	3362	0	0	0	NA
6000	2776	0	0	0	NA
6003	2776	0	0	0	NA
2776	60626	0	0	0	NA
408	83737	1	0	0	NA
408	4988	1	0	1	NA
408	1147	1	0	0	NA
408	9020	1	0	0	NA
408	5601	1	0	0	NA
408	4193	1	1	1	NA
7189	408	1	0	0	NA
408	5606	1	0	0	NA
408	6608	1	1	0	NA
6608	408	1	1	0	NA
5595	408	1	0	1	NA
408	5595	1	1	0	NA
408	1432	1	1	0	NA
1432	408	1	0	0	NA
4792	408	1	0	0	NA
408	4792	1	1	0	NA
5594	408	1	0	1	NA
408	5594	1	1	0	NA
408	1855	1	1	0	NA
408	3091	0	0	0	NA
408	3551	1	0	0	NA
408	1856	1	1	0	NA
408	5724	1	0	0	NA
408	154	1	0	1	NA
408	27232	1	0	0	NA
408	2150	1	0	1	NA
