1	1
2	2
3	9
4	12
5	14
6	15
7	18
8	19
9	22
10	23
11	24
12	25
13	26
14	27
15	29
16	31
17	32
18	37
19	39
20	40
21	41
22	43
23	47
24	48
25	52
26	53
27	54
28	55
29	58
30	59
31	60
32	70
33	71
34	81
35	86
36	87
37	88
38	89
39	90
40	91
41	92
42	93
43	94
44	100
45	102
46	103
47	104
48	107
49	108
50	109
51	111
52	112
53	113
54	114
55	116
56	117
57	118
58	119
59	120
60	123
61	124
62	127
63	133
64	134
65	135
66	141
67	142
68	143
69	147
70	148
71	150
72	151
73	152
74	153
75	154
76	155
77	156
78	157
79	159
80	160
81	161
82	162
83	163
84	164
85	165
86	166
87	174
88	175
89	177
90	178
91	181
92	182
93	183
94	185
95	186
96	187
97	189
98	190
99	196
100	197
101	199
102	203
103	207
104	208
105	212
106	213
107	214
108	216
109	217
110	226
111	229
112	231
113	238
114	240
115	248
116	249
117	250
118	251
119	259
120	265
121	266
122	267
123	268
124	269
125	270
126	273
127	274
128	279
129	283
130	284
131	285
132	286
133	287
134	288
135	290
136	291
137	292
138	301
139	302
140	306
141	307
142	308
143	309
144	310
145	311
146	312
147	317
148	318
149	320
150	321
151	322
152	324
153	325
154	326
155	328
156	329
157	330
158	331
159	332
160	333
161	334
162	335
163	336
164	338
165	339
166	341
167	347
168	348
169	350
170	351
171	353
172	354
173	355
174	356
175	358
176	359
177	361
178	362
179	366
180	367
181	369
182	373
183	374
184	375
185	377
186	378
187	382
188	383
189	387
190	388
191	389
192	390
193	391
194	392
195	394
196	396
197	397
198	398
199	400
200	401
201	402
202	403
203	405
204	406
205	407
206	408
207	409
208	410
209	417
210	421
211	429
212	432
213	433
214	434
215	439
216	444
217	445
218	462
219	463
220	466
221	467
222	468
223	471
224	472
225	473
226	474
227	475
228	476
229	478
230	481
231	482
232	486
233	487
234	488
235	489
236	490
237	491
238	493
239	498
240	506
241	509
242	513
243	525
244	527
245	529
246	538
247	540
248	545
249	546
250	547
251	550
252	551
253	552
254	554
255	558
256	563
257	567
258	570
259	571
260	572
261	573
262	575
263	578
264	580
265	581
266	582
267	590
268	593
269	594
270	595
271	596
272	597
273	598
274	599
275	602
276	604
277	607
278	608
279	610
280	613
281	617
282	623
283	624
284	627
285	629
286	631
287	632
288	633
289	634
290	636
291	637
292	638
293	639
294	640
295	641
296	642
297	643
298	644
299	646
300	648
301	649
302	650
303	651
304	652
305	654
306	655
307	656
308	657
309	658
310	659
311	660
312	661
313	662
314	663
315	664
316	665
317	667
318	668
319	671
320	672
321	673
322	675
323	677
324	680
325	682
326	683
327	684
328	685
329	687
330	688
331	689
332	694
333	695
334	696
335	699
336	701
337	705
338	706
339	708
340	710
341	712
342	713
343	714
344	715
345	716
346	717
347	718
348	719
349	720
350	721
351	722
352	725
353	727
354	728
355	729
356	730
357	731
358	732
359	733
360	738
361	752
362	754
363	760
364	761
365	762
366	765
367	767
368	768
369	773
370	774
371	775
372	777
373	778
374	780
375	782
376	783
377	784
378	790
379	793
380	796
381	797
382	799
383	800
384	810
385	811
386	813
387	814
388	815
389	816
390	817
391	818
392	819
393	820
394	821
395	822
396	823
397	824
398	825
399	826
400	829
401	830
402	831
403	832
404	833
405	834
406	835
407	836
408	837
409	838
410	839
411	840
412	841
413	842
414	843
415	845
416	846
417	847
418	857
419	858
420	859
421	860
422	861
423	862
424	863
425	864
426	865
427	867
428	868
429	869
430	871
431	874
432	875
433	881
434	885
435	886
436	887
437	889
438	890
439	891
440	892
441	894
442	896
443	898
444	899
445	900
446	902
447	904
448	905
449	909
450	910
451	912
452	913
453	914
454	915
455	916
456	917
457	919
458	920
459	921
460	922
461	923
462	924
463	926
464	928
465	929
466	930
467	931
468	932
469	933
470	939
471	940
472	941
473	943
474	944
475	945
476	946
477	947
478	948
479	949
480	950
481	951
482	952
483	953
484	957
485	958
486	959
487	960
488	961
489	962
490	963
491	967
492	970
493	971
494	972
495	973
496	974
497	975
498	976
499	977
500	978
501	983
502	984
503	988
504	989
505	990
506	991
507	993
508	994
509	995
510	996
511	997
512	998
513	999
514	1000
515	1001
516	1002
517	1003
518	1004
519	1005
520	1006
521	1012
522	1013
523	1014
524	1016
525	1017
526	1018
527	1019
528	1020
529	1021
530	1022
531	1024
532	1025
533	1026
534	1027
535	1028
536	1029
537	1030
538	1031
539	1032
540	1033
541	1036
542	1038
543	1039
544	1040
545	1044
546	1045
547	1046
548	1047
549	1048
550	1050
551	1051
552	1052
553	1053
554	1054
555	1058
